name,group,kind,nnz,rows,cols,link
lhr71c,Mallya,Chemical Process Simulation Problem,1528092,70304,70304,https://sparse.tamu.edu/MM/Mallya/lhr71c.tar.gz
finan512,Mulvey,Economic Problem,596992,74752,74752,https://sparse.tamu.edu/MM/Mulvey/finan512.tar.gz
pfinan512,Mulvey,Duplicate Economic Problem,596992,74752,74752,https://sparse.tamu.edu/MM/Mulvey/pfinan512.tar.gz
barth,Nasa,Duplicate Structural Problem,26439,6691,6691,https://sparse.tamu.edu/MM/Nasa/barth.tar.gz
barth4,Nasa,Duplicate Structural Problem,23492,6019,6019,https://sparse.tamu.edu/MM/Nasa/barth4.tar.gz
barth5,Nasa,Duplicate Structural Problem,61484,15606,15606,https://sparse.tamu.edu/MM/Nasa/barth5.tar.gz
nasa1824,Nasa,Structural Problem,39208,1824,1824,https://sparse.tamu.edu/MM/Nasa/nasa1824.tar.gz
nasa2146,Nasa,Structural Problem,72250,2146,2146,https://sparse.tamu.edu/MM/Nasa/nasa2146.tar.gz
nasa2910,Nasa,Structural Problem,174296,2910,2910,https://sparse.tamu.edu/MM/Nasa/nasa2910.tar.gz
nasa4704,Nasa,Structural Problem,104756,4704,4704,https://sparse.tamu.edu/MM/Nasa/nasa4704.tar.gz
nasasrb,Nasa,Structural Problem,2677324,54870,54870,https://sparse.tamu.edu/MM/Nasa/nasasrb.tar.gz
pwt,Nasa,Duplicate Structural Problem,326107,36519,36519,https://sparse.tamu.edu/MM/Nasa/pwt.tar.gz
shuttle_eddy,Nasa,Duplicate Structural Problem,103599,10429,10429,https://sparse.tamu.edu/MM/Nasa/shuttle_eddy.tar.gz
skirt,Nasa,Duplicate Structural Problem,196520,12598,12598,https://sparse.tamu.edu/MM/Nasa/skirt.tar.gz
nemeth01,Nemeth,Theoretical/Quantum Chemistry Problem Sequence,725054,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth01.tar.gz
nemeth02,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394808,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth02.tar.gz
nemeth03,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394808,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth03.tar.gz
nemeth04,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394808,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth04.tar.gz
nemeth05,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394808,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth05.tar.gz
nemeth06,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394808,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth06.tar.gz
nemeth07,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394812,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth07.tar.gz
nemeth08,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,394816,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth08.tar.gz
nemeth09,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,395506,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth09.tar.gz
nemeth10,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,401448,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth10.tar.gz
nemeth11,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,408264,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth11.tar.gz
nemeth12,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,446818,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth12.tar.gz
nemeth13,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,474472,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth13.tar.gz
nemeth14,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,496144,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth14.tar.gz
nemeth15,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,539802,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth15.tar.gz
nemeth16,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,587012,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth16.tar.gz
nemeth17,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,629620,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth17.tar.gz
nemeth18,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,695234,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth18.tar.gz
nemeth19,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,818302,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth19.tar.gz
nemeth20,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,971870,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth20.tar.gz
nemeth21,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1173746,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth21.tar.gz
nemeth22,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1358832,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth22.tar.gz
nemeth23,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1506810,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth23.tar.gz
nemeth24,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1506550,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth24.tar.gz
nemeth25,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1511758,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth25.tar.gz
nemeth26,Nemeth,Subsequent Theoretical/Quantum Chemistry Problem,1511760,9506,9506,https://sparse.tamu.edu/MM/Nemeth/nemeth26.tar.gz
aft01,Okunbor,Acoustics Problem,125567,8205,8205,https://sparse.tamu.edu/MM/Okunbor/aft01.tar.gz
aft02,Okunbor,Acoustics Problem,127762,8184,8184,https://sparse.tamu.edu/MM/Okunbor/aft02.tar.gz
lp_nug05,Qaplib,Linear Programming Problem,1050,210,225,https://sparse.tamu.edu/MM/Qaplib/lp_nug05.tar.gz
lp_nug06,Qaplib,Linear Programming Problem,2232,372,486,https://sparse.tamu.edu/MM/Qaplib/lp_nug06.tar.gz
lp_nug07,Qaplib,Linear Programming Problem,4214,602,931,https://sparse.tamu.edu/MM/Qaplib/lp_nug07.tar.gz
lp_nug08,Qaplib,Linear Programming Problem,7296,912,1632,https://sparse.tamu.edu/MM/Qaplib/lp_nug08.tar.gz
lp_nug12,Qaplib,Linear Programming Problem,38304,3192,8856,https://sparse.tamu.edu/MM/Qaplib/lp_nug12.tar.gz
lp_nug15,Qaplib,Linear Programming Problem,94950,6330,22275,https://sparse.tamu.edu/MM/Qaplib/lp_nug15.tar.gz
lp_nug20,Qaplib,Linear Programming Problem,304800,15240,72600,https://sparse.tamu.edu/MM/Qaplib/lp_nug20.tar.gz
lp_nug30,Qaplib,Linear Programming Problem,1567800,52260,379350,https://sparse.tamu.edu/MM/Qaplib/lp_nug30.tar.gz
xenon1,Ronis,Materials Problem,1181120,48600,48600,https://sparse.tamu.edu/MM/Ronis/xenon1.tar.gz
xenon2,Ronis,Materials Problem,3866688,157464,157464,https://sparse.tamu.edu/MM/Ronis/xenon2.tar.gz
3dtube,Rothberg,Computational Fluid Dynamics Problem,3213618,45330,45330,https://sparse.tamu.edu/MM/Rothberg/3dtube.tar.gz
cfd1,Rothberg,Computational Fluid Dynamics Problem,1825580,70656,70656,https://sparse.tamu.edu/MM/Rothberg/cfd1.tar.gz
cfd2,Rothberg,Computational Fluid Dynamics Problem,3085406,123440,123440,https://sparse.tamu.edu/MM/Rothberg/cfd2.tar.gz
gearbox,Rothberg,Structural Problem,9080404,153746,153746,https://sparse.tamu.edu/MM/Rothberg/gearbox.tar.gz
struct3,Rothberg,Structural Problem,1173694,53570,53570,https://sparse.tamu.edu/MM/Rothberg/struct3.tar.gz
struct4,Rothberg,Structural Problem,237798,4350,4350,https://sparse.tamu.edu/MM/Rothberg/struct4.tar.gz
shyy161,Shyy,Computational Fluid Dynamics Problem,329762,76480,76480,https://sparse.tamu.edu/MM/Shyy/shyy161.tar.gz
shyy41,Shyy,Computational Fluid Dynamics Problem,20042,4720,4720,https://sparse.tamu.edu/MM/Shyy/shyy41.tar.gz
appu,Simon,Directed Weighted Random Graph,1853104,14000,14000,https://sparse.tamu.edu/MM/Simon/appu.tar.gz
bbmat,Simon,Computational Fluid Dynamics Problem,1771722,38744,38744,https://sparse.tamu.edu/MM/Simon/bbmat.tar.gz
olafu,Simon,Structural Problem,1015156,16146,16146,https://sparse.tamu.edu/MM/Simon/olafu.tar.gz
raefsky1,Simon,Computational Fluid Dynamics Problem Sequence,293409,3242,3242,https://sparse.tamu.edu/MM/Simon/raefsky1.tar.gz
raefsky2,Simon,Subsequent Computational Fluid Dynamics Problem,293551,3242,3242,https://sparse.tamu.edu/MM/Simon/raefsky2.tar.gz
raefsky3,Simon,Computational Fluid Dynamics Problem,1488768,21200,21200,https://sparse.tamu.edu/MM/Simon/raefsky3.tar.gz
raefsky4,Simon,Structural Problem,1316789,19779,19779,https://sparse.tamu.edu/MM/Simon/raefsky4.tar.gz
raefsky5,Simon,Structural Problem,167178,6316,6316,https://sparse.tamu.edu/MM/Simon/raefsky5.tar.gz
raefsky6,Simon,Structural Problem,130371,3402,3402,https://sparse.tamu.edu/MM/Simon/raefsky6.tar.gz
venkat01,Simon,Computational Fluid Dynamics Problem Sequence,1717792,62424,62424,https://sparse.tamu.edu/MM/Simon/venkat01.tar.gz
venkat25,Simon,Subsequent Computational Fluid Dynamics Problem,1717763,62424,62424,https://sparse.tamu.edu/MM/Simon/venkat25.tar.gz
venkat50,Simon,Subsequent Computational Fluid Dynamics Problem,1717777,62424,62424,https://sparse.tamu.edu/MM/Simon/venkat50.tar.gz
utm1700b,TOKAMAK,Electromagnetics Problem,21509,1700,1700,https://sparse.tamu.edu/MM/TOKAMAK/utm1700b.tar.gz
utm300,TOKAMAK,Electromagnetics Problem,3155,300,300,https://sparse.tamu.edu/MM/TOKAMAK/utm300.tar.gz
utm3060,TOKAMAK,Electromagnetics Problem,42211,3060,3060,https://sparse.tamu.edu/MM/TOKAMAK/utm3060.tar.gz
utm5940,TOKAMAK,Electromagnetics Problem,83842,5940,5940,https://sparse.tamu.edu/MM/TOKAMAK/utm5940.tar.gz
av41092,Vavasis,2D/3D Problem,1683902,41092,41092,https://sparse.tamu.edu/MM/Vavasis/av41092.tar.gz
swang1,Wang,Semiconductor Device Problem Sequence,20841,3169,3169,https://sparse.tamu.edu/MM/Wang/swang1.tar.gz
swang2,Wang,Subsequent Semiconductor Device Problem,20841,3169,3169,https://sparse.tamu.edu/MM/Wang/swang2.tar.gz
wang1,Wang,Semiconductor Device Problem Sequence,19093,2903,2903,https://sparse.tamu.edu/MM/Wang/wang1.tar.gz
wang2,Wang,Subsequent Semiconductor Device Problem,19093,2903,2903,https://sparse.tamu.edu/MM/Wang/wang2.tar.gz
wang3,Wang,Semiconductor Device Problem,177168,26064,26064,https://sparse.tamu.edu/MM/Wang/wang3.tar.gz
wang4,Wang,Semiconductor Device Problem,177196,26068,26068,https://sparse.tamu.edu/MM/Wang/wang4.tar.gz
Zhao1,Zhao,Electromagnetics Problem,166453,33861,33861,https://sparse.tamu.edu/MM/Zhao/Zhao1.tar.gz
Zhao2,Zhao,Electromagnetics Problem,166453,33861,33861,https://sparse.tamu.edu/MM/Zhao/Zhao2.tar.gz
extr1,Zitney,Chemical Process Simulation Problem,10967,2837,2837,https://sparse.tamu.edu/MM/Zitney/extr1.tar.gz
hydr1,Zitney,Chemical Process Simulation Problem,22680,5308,5308,https://sparse.tamu.edu/MM/Zitney/hydr1.tar.gz
radfr1,Zitney,Chemical Process Simulation Problem,13299,1048,1048,https://sparse.tamu.edu/MM/Zitney/radfr1.tar.gz
rdist1,Zitney,Chemical Process Simulation Problem,94408,4134,4134,https://sparse.tamu.edu/MM/Zitney/rdist1.tar.gz
rdist2,Zitney,Chemical Process Simulation Problem,56834,3198,3198,https://sparse.tamu.edu/MM/Zitney/rdist2.tar.gz
rdist3a,Zitney,Chemical Process Simulation Problem,61896,2398,2398,https://sparse.tamu.edu/MM/Zitney/rdist3a.tar.gz
k3plates,Cunningham,Acoustics Problem,378927,11107,11107,https://sparse.tamu.edu/MM/Cunningham/k3plates.tar.gz
m3plates,Cunningham,Acoustics Problem,6639,11107,11107,https://sparse.tamu.edu/MM/Cunningham/m3plates.tar.gz
qa8fk,Cunningham,Acoustics Problem,1660579,66127,66127,https://sparse.tamu.edu/MM/Cunningham/qa8fk.tar.gz
qa8fm,Cunningham,Acoustics Problem,1660579,66127,66127,https://sparse.tamu.edu/MM/Cunningham/qa8fm.tar.gz
bcsstk39,Boeing,Structural Problem,2060662,46772,46772,https://sparse.tamu.edu/MM/Boeing/bcsstk39.tar.gz
pkustk01,Chen,Structural Problem,979380,22044,22044,https://sparse.tamu.edu/MM/Chen/pkustk01.tar.gz
pkustk02,Chen,Structural Problem,810000,10800,10800,https://sparse.tamu.edu/MM/Chen/pkustk02.tar.gz
pkustk03,Chen,Structural Problem,3130416,63336,63336,https://sparse.tamu.edu/MM/Chen/pkustk03.tar.gz
pkustk04,Chen,Structural Problem,4218660,55590,55590,https://sparse.tamu.edu/MM/Chen/pkustk04.tar.gz
pkustk05,Chen,Structural Problem,2205144,37164,37164,https://sparse.tamu.edu/MM/Chen/pkustk05.tar.gz
pkustk06,Chen,Structural Problem,2571768,43164,43164,https://sparse.tamu.edu/MM/Chen/pkustk06.tar.gz
pkustk07,Chen,Structural Problem,2418804,16860,16860,https://sparse.tamu.edu/MM/Chen/pkustk07.tar.gz
pkustk08,Chen,Structural Problem,3226671,22209,22209,https://sparse.tamu.edu/MM/Chen/pkustk08.tar.gz
pkustk09,Chen,Structural Problem,1583640,33960,33960,https://sparse.tamu.edu/MM/Chen/pkustk09.tar.gz
pkustk10,Chen,Structural Problem,4308984,80676,80676,https://sparse.tamu.edu/MM/Chen/pkustk10.tar.gz
pkustk11,Chen,Structural Problem,5217912,87804,87804,https://sparse.tamu.edu/MM/Chen/pkustk11.tar.gz
pkustk12,Chen,Structural Problem,7512317,94653,94653,https://sparse.tamu.edu/MM/Chen/pkustk12.tar.gz
pkustk13,Chen,Structural Problem,6616827,94893,94893,https://sparse.tamu.edu/MM/Chen/pkustk13.tar.gz
pkustk14,Chen,Structural Problem,14836504,151926,151926,https://sparse.tamu.edu/MM/Chen/pkustk14.tar.gz
pivtol,MathWorks,Statistical/Mathematical Problem,306,102,102,https://sparse.tamu.edu/MM/MathWorks/pivtol.tar.gz
kim1,Kim,2D/3D Problem,933195,38415,38415,https://sparse.tamu.edu/MM/Kim/kim1.tar.gz
kim2,Kim,2D/3D Problem,11330020,456976,456976,https://sparse.tamu.edu/MM/Kim/kim2.tar.gz
comsol,Langemyr,Structural Problem,97645,1500,1500,https://sparse.tamu.edu/MM/Langemyr/comsol.tar.gz
barth,Pothen,Structural Problem,46187,6691,6691,https://sparse.tamu.edu/MM/Pothen/barth.tar.gz
barth4,Pothen,Structural Problem,40965,6019,6019,https://sparse.tamu.edu/MM/Pothen/barth4.tar.gz
barth5,Pothen,Structural Problem,107362,15606,15606,https://sparse.tamu.edu/MM/Pothen/barth5.tar.gz
bodyy4,Pothen,Structural Problem,121550,17546,17546,https://sparse.tamu.edu/MM/Pothen/bodyy4.tar.gz
bodyy5,Pothen,Structural Problem,128853,18589,18589,https://sparse.tamu.edu/MM/Pothen/bodyy5.tar.gz
bodyy6,Pothen,Structural Problem,134208,19366,19366,https://sparse.tamu.edu/MM/Pothen/bodyy6.tar.gz
commanche_dual,Pothen,Structural Problem,31680,7920,7920,https://sparse.tamu.edu/MM/Pothen/commanche_dual.tar.gz
mesh1e1,Pothen,Structural Problem,306,48,48,https://sparse.tamu.edu/MM/Pothen/mesh1e1.tar.gz
mesh1em1,Pothen,Structural Problem,306,48,48,https://sparse.tamu.edu/MM/Pothen/mesh1em1.tar.gz
mesh1em6,Pothen,Structural Problem,306,48,48,https://sparse.tamu.edu/MM/Pothen/mesh1em6.tar.gz
mesh2e1,Pothen,Structural Problem,2018,306,306,https://sparse.tamu.edu/MM/Pothen/mesh2e1.tar.gz
mesh2em5,Pothen,Structural Problem,2018,306,306,https://sparse.tamu.edu/MM/Pothen/mesh2em5.tar.gz
mesh3e1,Pothen,Structural Problem,1377,289,289,https://sparse.tamu.edu/MM/Pothen/mesh3e1.tar.gz
mesh3em5,Pothen,Structural Problem,1377,289,289,https://sparse.tamu.edu/MM/Pothen/mesh3em5.tar.gz
onera_dual,Pothen,Structural Problem,419201,85567,85567,https://sparse.tamu.edu/MM/Pothen/onera_dual.tar.gz
pwt,Pothen,Structural Problem,326107,36519,36519,https://sparse.tamu.edu/MM/Pothen/pwt.tar.gz
shuttle_eddy,Pothen,Structural Problem,103599,10429,10429,https://sparse.tamu.edu/MM/Pothen/shuttle_eddy.tar.gz
skirt,Pothen,Structural Problem,196520,12598,12598,https://sparse.tamu.edu/MM/Pothen/skirt.tar.gz
sphere2,Pothen,Structural Problem,450,66,66,https://sparse.tamu.edu/MM/Pothen/sphere2.tar.gz
sphere3,Pothen,Structural Problem,1794,258,258,https://sparse.tamu.edu/MM/Pothen/sphere3.tar.gz
tandem_dual,Pothen,Structural Problem,460493,94069,94069,https://sparse.tamu.edu/MM/Pothen/tandem_dual.tar.gz
tandem_vtx,Pothen,Structural Problem,253350,18454,18454,https://sparse.tamu.edu/MM/Pothen/tandem_vtx.tar.gz
fv1,Norris,2D/3D Problem,85264,9604,9604,https://sparse.tamu.edu/MM/Norris/fv1.tar.gz
fv2,Norris,2D/3D Problem,87025,9801,9801,https://sparse.tamu.edu/MM/Norris/fv2.tar.gz
fv3,Norris,2D/3D Problem,87025,9801,9801,https://sparse.tamu.edu/MM/Norris/fv3.tar.gz
heart1,Norris,2D/3D Problem,1385317,3557,3557,https://sparse.tamu.edu/MM/Norris/heart1.tar.gz
heart2,Norris,2D/3D Problem,680341,2339,2339,https://sparse.tamu.edu/MM/Norris/heart2.tar.gz
heart3,Norris,2D/3D Problem,680341,2339,2339,https://sparse.tamu.edu/MM/Norris/heart3.tar.gz
lung1,Norris,Computational Fluid Dynamics Problem,7419,1650,1650,https://sparse.tamu.edu/MM/Norris/lung1.tar.gz
lung2,Norris,Computational Fluid Dynamics Problem,492564,109460,109460,https://sparse.tamu.edu/MM/Norris/lung2.tar.gz
stomach,Norris,2D/3D Problem,3021648,213360,213360,https://sparse.tamu.edu/MM/Norris/stomach.tar.gz
torso1,Norris,2D/3D Problem,8516500,116158,116158,https://sparse.tamu.edu/MM/Norris/torso1.tar.gz
torso2,Norris,2D/3D Problem,1033473,115967,115967,https://sparse.tamu.edu/MM/Norris/torso2.tar.gz
torso3,Norris,2D/3D Problem,4429042,259156,259156,https://sparse.tamu.edu/MM/Norris/torso3.tar.gz
e40r0100,Shen,2D/3D Problem,553562,17281,17281,https://sparse.tamu.edu/MM/Shen/e40r0100.tar.gz
shermanACa,Shen,2D/3D Problem,25220,3432,3432,https://sparse.tamu.edu/MM/Shen/shermanACa.tar.gz
shermanACb,Shen,2D/3D Problem,145149,18510,18510,https://sparse.tamu.edu/MM/Shen/shermanACb.tar.gz
shermanACd,Shen,2D/3D Problem,53329,6136,6136,https://sparse.tamu.edu/MM/Shen/shermanACd.tar.gz
landmark,Pereyra,Least Squares Problem,1146848,71952,2704,https://sparse.tamu.edu/MM/Pereyra/landmark.tar.gz
cage3,vanHeukelum,Directed Weighted Graph,19,5,5,https://sparse.tamu.edu/MM/vanHeukelum/cage3.tar.gz
cage4,vanHeukelum,Directed Weighted Graph,49,9,9,https://sparse.tamu.edu/MM/vanHeukelum/cage4.tar.gz
cage5,vanHeukelum,Directed Weighted Graph,233,37,37,https://sparse.tamu.edu/MM/vanHeukelum/cage5.tar.gz
cage6,vanHeukelum,Directed Weighted Graph,785,93,93,https://sparse.tamu.edu/MM/vanHeukelum/cage6.tar.gz
cage7,vanHeukelum,Directed Weighted Graph,3084,340,340,https://sparse.tamu.edu/MM/vanHeukelum/cage7.tar.gz
cage8,vanHeukelum,Directed Weighted Graph,11003,1015,1015,https://sparse.tamu.edu/MM/vanHeukelum/cage8.tar.gz
cage9,vanHeukelum,Directed Weighted Graph,41594,3534,3534,https://sparse.tamu.edu/MM/vanHeukelum/cage9.tar.gz
cage10,vanHeukelum,Directed Weighted Graph,150645,11397,11397,https://sparse.tamu.edu/MM/vanHeukelum/cage10.tar.gz
cage11,vanHeukelum,Directed Weighted Graph,559722,39082,39082,https://sparse.tamu.edu/MM/vanHeukelum/cage11.tar.gz
cage12,vanHeukelum,Directed Weighted Graph,2032536,130228,130228,https://sparse.tamu.edu/MM/vanHeukelum/cage12.tar.gz
cage13,vanHeukelum,Directed Weighted Graph,7479343,445315,445315,https://sparse.tamu.edu/MM/vanHeukelum/cage13.tar.gz
cage14,vanHeukelum,Directed Weighted Graph,27130349,1505785,1505785,https://sparse.tamu.edu/MM/vanHeukelum/cage14.tar.gz
cage15,vanHeukelum,Directed Weighted Graph,99199551,5154859,5154859,https://sparse.tamu.edu/MM/vanHeukelum/cage15.tar.gz
fd12,Hohn,Materials Problem,28462,7500,7500,https://sparse.tamu.edu/MM/Hohn/fd12.tar.gz
fd15,Hohn,Materials Problem,44206,11532,11532,https://sparse.tamu.edu/MM/Hohn/fd15.tar.gz
fd18,Hohn,Materials Problem,63406,16428,16428,https://sparse.tamu.edu/MM/Hohn/fd18.tar.gz
sinc12,Hohn,Materials Problem,283992,7500,7500,https://sparse.tamu.edu/MM/Hohn/sinc12.tar.gz
sinc15,Hohn,Materials Problem,551184,11532,11532,https://sparse.tamu.edu/MM/Hohn/sinc15.tar.gz
sinc18,Hohn,Materials Problem,948696,16428,16428,https://sparse.tamu.edu/MM/Hohn/sinc18.tar.gz
Alemdar,Alemdar,2D/3D Problem,42581,6245,6245,https://sparse.tamu.edu/MM/Alemdar/Alemdar.tar.gz
Andrews,Andrews,Computer Graphics/Vision Problem,760154,60000,60000,https://sparse.tamu.edu/MM/Andrews/Andrews.tar.gz
ns3Da,FEMLAB,Computational Fluid Dynamics Problem,1679599,20414,20414,https://sparse.tamu.edu/MM/FEMLAB/ns3Da.tar.gz
poisson2D,FEMLAB,Computational Fluid Dynamics Problem,2417,367,367,https://sparse.tamu.edu/MM/FEMLAB/poisson2D.tar.gz
poisson3Da,FEMLAB,Computational Fluid Dynamics Problem,352762,13514,13514,https://sparse.tamu.edu/MM/FEMLAB/poisson3Da.tar.gz
poisson3Db,FEMLAB,Computational Fluid Dynamics Problem,2374949,85623,85623,https://sparse.tamu.edu/MM/FEMLAB/poisson3Db.tar.gz
problem1,FEMLAB,2D/3D Problem,2779,415,415,https://sparse.tamu.edu/MM/FEMLAB/problem1.tar.gz
sme3Da,FEMLAB,Structural Problem,874887,12504,12504,https://sparse.tamu.edu/MM/FEMLAB/sme3Da.tar.gz
sme3Db,FEMLAB,Structural Problem,2081063,29067,29067,https://sparse.tamu.edu/MM/FEMLAB/sme3Db.tar.gz
sme3Dc,FEMLAB,Structural Problem,3148656,42930,42930,https://sparse.tamu.edu/MM/FEMLAB/sme3Dc.tar.gz
waveguide3D,FEMLAB,Electromagnetics Problem,303468,21036,21036,https://sparse.tamu.edu/MM/FEMLAB/waveguide3D.tar.gz
cell1,Lucifora,Directed Weighted Graph,30082,7055,7055,https://sparse.tamu.edu/MM/Lucifora/cell1.tar.gz
cell2,Lucifora,Directed Weighted Graph,30082,7055,7055,https://sparse.tamu.edu/MM/Lucifora/cell2.tar.gz
nd3k,ND,2D/3D Problem,3279690,9000,9000,https://sparse.tamu.edu/MM/ND/nd3k.tar.gz
nd6k,ND,2D/3D Problem,6897316,18000,18000,https://sparse.tamu.edu/MM/ND/nd6k.tar.gz
nd12k,ND,2D/3D Problem,14220946,36000,36000,https://sparse.tamu.edu/MM/ND/nd12k.tar.gz
nd24k,ND,2D/3D Problem,28715634,72000,72000,https://sparse.tamu.edu/MM/ND/nd24k.tar.gz
af_shell1,Schenk_AFE,Structural Problem Sequence,17562051,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell1.tar.gz
af_shell2,Schenk_AFE,Subsequent Structural Problem,17562051,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell2.tar.gz
af_shell3,Schenk_AFE,Subsequent Structural Problem,17562051,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell3.tar.gz
af_shell4,Schenk_AFE,Subsequent Structural Problem,17562051,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell4.tar.gz
af_shell5,Schenk_AFE,Subsequent Structural Problem,17579155,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell5.tar.gz
af_shell6,Schenk_AFE,Subsequent Structural Problem,17579155,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell6.tar.gz
af_shell7,Schenk_AFE,Subsequent Structural Problem,17579155,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell7.tar.gz
af_shell8,Schenk_AFE,Subsequent Structural Problem,17579155,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell8.tar.gz
af_shell9,Schenk_AFE,Subsequent Structural Problem,17588845,504855,504855,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell9.tar.gz
c-62,Schenk_IBMNA,Optimization Problem Sequence,559341,41731,41731,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-62.tar.gz
c-64,Schenk_IBMNA,Optimization Problem Sequence,707985,51035,51035,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-64.tar.gz
c-66,Schenk_IBMNA,Optimization Problem Sequence,444853,49989,49989,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-66.tar.gz
c-67,Schenk_IBMNA,Optimization Problem Sequence,530229,57975,57975,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-67.tar.gz
c-73,Schenk_IBMNA,Optimization Problem Sequence,1279274,169422,169422,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-73.tar.gz
2D_27628_bjtcai,Schenk_IBMSDS,Semiconductor Device Problem,206670,27628,27628,https://sparse.tamu.edu/MM/Schenk_IBMSDS/2D_27628_bjtcai.tar.gz
2D_54019_highK,Schenk_IBMSDS,Semiconductor Device Problem,486129,54019,54019,https://sparse.tamu.edu/MM/Schenk_IBMSDS/2D_54019_highK.tar.gz
3D_28984_Tetra,Schenk_IBMSDS,Semiconductor Device Problem,285092,28984,28984,https://sparse.tamu.edu/MM/Schenk_IBMSDS/3D_28984_Tetra.tar.gz
3D_51448_3D,Schenk_IBMSDS,Semiconductor Device Problem,537038,51448,51448,https://sparse.tamu.edu/MM/Schenk_IBMSDS/3D_51448_3D.tar.gz
ibm_matrix_2,Schenk_IBMSDS,Semiconductor Device Problem,537038,51448,51448,https://sparse.tamu.edu/MM/Schenk_IBMSDS/ibm_matrix_2.tar.gz
matrix_9,Schenk_IBMSDS,Semiconductor Device Problem,1205518,103430,103430,https://sparse.tamu.edu/MM/Schenk_IBMSDS/matrix_9.tar.gz
matrix-new_3,Schenk_IBMSDS,Semiconductor Device Problem,893984,125329,125329,https://sparse.tamu.edu/MM/Schenk_IBMSDS/matrix-new_3.tar.gz
barrier2-10,Schenk_ISEI,Subsequent Semiconductor Device Problem,2158759,115625,115625,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-10.tar.gz
barrier2-11,Schenk_ISEI,Subsequent Semiconductor Device Problem,2158759,115625,115625,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-11.tar.gz
